aff_if,class_atual,tipo_link,link,id,name
481509072,Gold,Grupo,https://chat.whatsapp.com/EFSY5FYjG2A4KI12JLBOvE,120363421797099795@g.us,PROMOS 46 💖
490524922,Bronze,Grupo,https://chat.whatsapp.com/IUvMrbUEvLIBKkXDeaUYeh,120363421482523513@g.us,04 | Achadinhos de Natal - Camila Euzebio 🎄❤️
490589317,Bronze,Grupo,https://chat.whatsapp.com/BphOj310T5a9h7yZ3I9a8l,120363401663969369@g.us,Promoções - Esportes Deluxe #1
493772551,Bronze,Grupo,https://chat.whatsapp.com/CotArsQsEiqLW6Wh2HGruC,120363420446502296@g.us,Compras exclusivo MERCADO LIVRE
495016443,Silver,Grupo,https://chat.whatsapp.com/Ea3W3Ekevt7ACnDawAOZho,120363343805796084@g.us,Ofertas Geek 👾 #1
498902543,Silver,Canal,https://whatsapp.com/channel/0029VaHhYmRDOQIeDTZBQd07,120363224764225697@newsletter,GPCR Promo - Hardware e Tecnologia
506619983,Silver,Grupo,https://chat.whatsapp.com/BY1Pxa29LDXGWb0ofprUMP,120363415769954697@g.us,OFERTAS IMPERDÍVEIS #1
508791975,Silver,Grupo,https://chat.whatsapp.com/I082dejhGUl6Hii1TUdzN2,120363024939673808@g.us,💥Querido Desconto 108
511670989,Bronze,Grupo,https://chat.whatsapp.com/LsS6twVjUDGKpJnwu65ddw,120363361123339784@g.us,PROMOÇÕES DO DIA #01 ✨️ @produtinhoscomdesconto
521028663,Gold,Grupo,https://chat.whatsapp.com/HhE3qW08mT06QS5lmibXzI,120363424310518570@g.us,Promotec Games 101
530107413,Bronze,Grupo,https://chat.whatsapp.com/EOxn2uRlu7KJt64JvADo1I,120363080136161362@g.us,Achadinhos da wily
530861291,Bronze,Grupo,https://chat.whatsapp.com/EzsDwzVMrKiHt0xXqPPoRJ,120363042852663318@g.us,🛒 Promoções do Bita - 💸 #32
536119834,Gold,Grupo,https://chat.whatsapp.com/DqeOdeZ5wCwKygcIXKdrSX,120363390060362043@g.us,Achou Barato - Perfumes 
547239300,Silver,Grupo,https://chat.whatsapp.com/KphcaNo6nUu0n4xNTOksF5,120363301811888768@g.us,🛒 Manual de Compra - Ofertas
554844620,Bronze,Grupo,https://chat.whatsapp.com/CH4pOclqozjCmZ9oh4JQF7,120363419327719461@g.us,Ofertas e Cupons - Promo Nerd #78
564401992,Gold,Grupo,https://chat.whatsapp.com/HH0e8EHlUnAJQfSXKepjfq,558199606955-1628523361@g.us,PROMOS DA LUH 084
565785079,Silver,Grupo,https://chat.whatsapp.com/L6EKJqKahHi2W9LVmaTPkT,120363261800939412@g.us,PROMOS & CUPONS DO DIA #2✨ @dicasdalima
600049604,Bronze,Grupo,https://chat.whatsapp.com/BRdS7nNKUwQAbLK6fy2pic,120363316176746305@g.us,Promos de Enxoval 🏡 #4
615723245,Bronze,Grupo,https://chat.whatsapp.com/DCxjP81VSPYBL6Gxv9H52C,120363056118819719@g.us,Memory Card 8MB - Promoções #2
618183409,Silver,Canal,https://whatsapp.com/channel/0029VatIjGq1dAvz2ILo8y0a,120363355334262560@newsletter,Promoções do dia 🛍️ @achadosdaccarol
627245178,Bronze,Canal,https://whatsapp.com/channel/0029Vax4uLP2phHFzWIyV330,120363350035549035@newsletter,Vale a Pena Comprar? OFERTAS
628036387,Silver,Canal,https://www.whatsapp.com/channel/0029Vb6VPffBadmUrdp3SE2Y,120363421652731550@newsletter,+BARATO OFERTAS!
646166616,Bronze,Grupo,https://chat.whatsapp.com/HhXyggyyidNDGTLzW5xY7y,120363402182079878@g.us,PromosLuVilela5
670605565,Bronze,Canal,https://whatsapp.com/channel/0029Vb79WEl77qVR368jbD3L,120363419962390592@newsletter,Promos e Cupons 🛍
676651691,Bronze,Grupo,https://chat.whatsapp.com/Cw4nUc7u3SxLvXB8A1Tvtp,120363402271700625@g.us,#PROMOS DA TATI #50
678610452,Gold,Canal,https://www.whatsapp.com/channel/0029Va5DqlO29755qzXrKc0M,120363179601589048@newsletter,SamuelF3lipe - Promoções
678670377,Silver,Grupo,https://chat.whatsapp.com/I9rvyJqcovV7J1ydULkuTw,120363038402883733@g.us,PROMOS DO DIA 26
690775790,Bronze,Grupo,https://chat.whatsapp.com/KWVnYo0y3gO5MJCBCHRJAE,120363423352048398@g.us,Indicações do Gui #2
725268701,Bronze,Grupo,https://chat.whatsapp.com/KRcxL6Ipm7KCTRBleclJfZ,120363420800636312@g.us,𝐂𝐢𝐯𝐢𝐜 𝐝𝐨 𝐒𝐨𝐧𝐡𝐨 💭 #7️⃣
734782220,Bronze,Grupo,https://chat.whatsapp.com/KdVWWODZJbeB7sKCXxPy9J,120363320728838418@g.us,APROMODODIA 14
742314482,Bronze,Grupo,https://chat.whatsapp.com/JcwNOgs6iLqG4wxdLEaYOr,120363177547709930@g.us,PROMO DA LAILA 5 🛍️
742328965,Bronze,Grupo,https://chat.whatsapp.com/FSOKIotzhXeESsvKFAQCiA,120363419889857402@g.us,PROMOÇÕES DO DIA ✨🛍️ #10 - @achadindeluxo
744048622,Gold,Grupo,https://chat.whatsapp.com/DnVx2V26TXVHWiCV9I4sji,120363327810139963@g.us,Achados da Lisi 19 🫰🏷️
749072374,Silver,Grupo,https://chat.whatsapp.com/CpOQbshXK0lLP6ddlsbJgw,120363420696037344@g.us,Promo da Medeirosa 🎁✨ #01
768924215,Bronze,Grupo,https://chat.whatsapp.com/J1D6HRAuIx62u62O3QWn8e,120363313981293549@g.us,✨️ PROMOS DA TAMI #4
771699768,Bronze,Grupo,https://chat.whatsapp.com/BAhGo6LKhfULYBbFN5BYsc,120363418853427347@g.us,Catei Fitness
773801672,Silver,Canal,https://whatsapp.com/channel/0029Vaxxx0XBfxo7CfzsUT2I,120363372606891296@newsletter,Sobre Som - Promoções 🔊
776246463,Silver,Canal,https://www.whatsapp.com/channel/0029VbBSQ8WHrDZm7ZhtUT1m,120363402891128372@newsletter,Ofertas Benevides
786771892,Bronze,Grupo,https://chat.whatsapp.com/Ek6Lir27lbnC4aOTYdiY4r,120363418385147395@g.us,Achadinhos Garantido 79
796286749,Bronze,Grupo,https://chat.whatsapp.com/EXd6dfZbz9YAT9ZF6kWk5b,120363304919833427@g.us,PROMO 101 🧜🏼‍♀️🛍️💘
807123036,Bronze,Grupo,https://chat.whatsapp.com/BJK04Bp8B0TBWJDs73DNxc,120363115454849947@g.us,Low Cost - Promoções
1000721580,Silver,Grupo,https://chat.whatsapp.com/Evbu0eA6aGDGIustairn0X,120363420738577119@g.us,6 @promodegrife BELEZA
1047116544,Bronze,Grupo,https://chat.whatsapp.com/DC0ZJSDJgil7mA0CprJ7Bf,120363399347542841@g.us,#1 Achados para Consultora
1047715590,Bronze,Grupo,https://chat.whatsapp.com/CWOmCNqjZj3AbaVPPsC1km,120363331215298310@g.us,ALPHA FIT PROMOÇÕES 💰🚴‍♂️
1062207010,Silver,Grupo,https://chat.whatsapp.com/BTfgRf1oQr39pdyZLGBhCc,120363316541327198@g.us,@promocoesdarai 🛍️ (21)
1080474231,Gold,Grupo,https://chat.whatsapp.com/HSyxrod1HQt2rcUwtMZbxb,120363404244872494@g.us,GC4 CUPONS E PROMOÇÕES 123FERNANDO
1082097965,Gold,Canal,https://whatsapp.com/channel/0029VanlafvATRSxQUKf8L3d,120363310844085377@newsletter,PROMOBYTE OFERTAS
1089018457,Silver,Grupo,https://chat.whatsapp.com/JkZ3gnR9eZzFJlyHOQu1O4,120363044369902757@g.us,Grupo de Achadinhos #131
1096037132,Bronze,Canal,https://whatsapp.com/channel/0029VaBz6ek8qIzl1qLfl23q,120363188689671895@newsletter,PROMOS PARA NÓS 🛍
1112956306,Bronze,Grupo,https://chat.whatsapp.com/Jt0Z3Vwq4E2Hb4TuZAhSos,120363304485813696@g.us,Se Liga Nessa Promo 32
1116916668,Silver,Canal,https://whatsapp.com/channel/0029Va9QhzZFnSz39ml67g3Y,120363160581362473@newsletter,COMPARTILHANDO PROMOO
1128477483,Bronze,Canal,https://whatsapp.com/channel/0029VaAWMTOLo4hfUT0CXV2t,120363164303934728@newsletter,A Casa do Atleta 👉Promoções e Lançamentos.
1161200505,Silver,Grupo,https://chat.whatsapp.com/DAVIG7o9Jx3Hnz9ti8Napi,120363420070231079@g.us,Master Tech Jr - Promocões e Cupons #03
1173888746,Silver,Grupo,https://chat.whatsapp.com/KWqUZWZVI6WENZyd4UPWvi,120363021137916596@g.us,Malucas da promo 3
1179990663,Bronze,Grupo,https://chat.whatsapp.com/Em92nVPEgmwDD9AFNEaiTs,120363403107007929@g.us,🔊WSound Ofertas 2!🔥🛍️
1185718745,Gold,Canal,https://www.whatsapp.com/channel/0029VaklNp8K5cDK9b5V5L0l,120363301878611734@newsletter,OFERTAS GAMER
1207675246,Gold,Grupo,https://chat.whatsapp.com/G8ZN3Di4uqsGZ9MH9yBa5t,120363042432057485@g.us,OFERTAS Rodrigo Moreira #12
1230973601,Silver,Grupo,https://chat.whatsapp.com/DDBQ1gPKw3aLeK7P8TTH9z,120363360446070554@g.us,OFERTAS Max Dicas #6
1231082308,Silver,Canal,https://www.whatsapp.com/channel/0029VaBFWAo5a245bVrBvJ0m,120363186866695676@newsletter,Oficina da Net | Ofertas celulares 📱
1231576803,Gold,Grupo,https://chat.whatsapp.com/JWySm0bg2QjDJwYKymBRAr,120363047091423005@g.us,Inova Leo Ofertas Geral 1
1249172900,Gold,Grupo,https://chat.whatsapp.com/Dq1JEvVMkAmJywEcvLbjB8,LINK QUEBRADO,LINK QUEBRADO
1251879558,Silver,Grupo,https://chat.whatsapp.com/Cqcrs11780OEgAmzrlk047,554188153337-1585606559@g.us,💻Qual NOTEBOOK comprar?65
1258550467,Gold,Grupo,https://chat.whatsapp.com/HDvgI3GoLHn9nyooZ3G06P,120363303289165679@g.us,🏁@promodehomem 11 - Promoções e Cupons
1273009574,Silver,Grupo,https://chat.whatsapp.com/HYjMyYYJyeC8E7rMniNcvs,120363405485257923@g.us,#15 Descontos Enxoval de bebê
1288325538,Bronze,Grupo,https://chat.whatsapp.com/Eib85HSLiQFIKJEM5jruy1,120363422741733226@g.us,Ofertas do CanalJMS 📱
1291850544,Silver,Grupo,https://chat.whatsapp.com/FkIJxLP1gYg5QXcyF2fcwz,5524993196869-1625776655@g.us,Promoções da Hora 02
1293477138,Bronze,Canal,https://www.whatsapp.com/channel/0029VaF9WZHC1Fu2jvMI9I1N,120363183291006541@newsletter,Lado Tech | Ofertas e Cupons
1297399555,Bronze,Canal,https://www.whatsapp.com/channel/0029Vakbd7m3rZZiNBpvhU0y,120363336938829091@newsletter,Shark das Promoções
1299080285,Gold,Grupo,https://chat.whatsapp.com/EAzD8X1Ez6Y7yJdfPyCXu2,553499359585-1627905810@g.us,#113 🛍 ACHADINHOS 🛍💗✨😱
1316590351,Bronze,Grupo,https://chat.whatsapp.com/JCpyiIT3I1X2iswfm9ZFyb,120363422618154584@g.us,Be!Tech Ofertas #9
1334764746,Silver,Grupo,https://chat.whatsapp.com/EuscaPvDB4t2rTAC1gSG05,120363029872619497@g.us,Ei é Útil! 🛒 OFERTAS E CUPONS
1340298923,Bronze,Grupo,https://chat.whatsapp.com/FVxKp109hOCB4pRDUSFy3p,120363420522692287@g.us,As Ofertas Maternas #36
1342859483,Gold,Grupo,https://chat.whatsapp.com/CgN6YWm8tUT0OaMzhgt0sd,120363040456726995@g.us,Melhores Ofertas VRL00072
1342941619,Silver,Grupo,https://chat.whatsapp.com/KIZ5vhQNWeg3dVsVBngmng,120363424701087362@g.us,TechPromos #29
1343085375,Silver,Grupo,https://chat.whatsapp.com/Knoiv0pa9PpIGsAbT24Spd,120363313553634354@g.us,#10 Felp Recomenda - Ofertas
1359646788,Bronze,Grupo,https://chat.whatsapp.com/G0W3ZnnNIwjBHq78vXVQyc,120363046369118050@g.us,🇧🇷MarcusTech-(FECHADO) 6🇨🇳
1365511504,Silver,Grupo,https://chat.whatsapp.com/KwIJ8LVggCD7DdHGqNrfuB,120363405452328711@g.us,#8🔥 GEEK PROMO - Cupons & Promoções
1365706499,Gold,Grupo,https://chat.whatsapp.com/B5QtjdUc0OLALZJbLvTrHf,120363421764258516@g.us,7 - CUPONS DE DESCONTO DO PEPE
1365722169,Silver,Grupo,https://chat.whatsapp.com/HQeUBXDWp8lCm0Mv6nYYlB,120363399771282091@g.us,PACHECO GAMES - 2
1365959356,Silver,Canal,https://whatsapp.com/channel/0029Va7AuWY90x33kNMOMV13,120363186605603037@newsletter,Ofertas Adrenaline
1366779655,Gold,Grupo,https://chat.whatsapp.com/EYLJXJyu2xw0qo0q3RsPro,120363322824281630@g.us,MundoReview | Ofertas ✅
1369622787,Silver,Grupo,https://chat.whatsapp.com/IDhYoLEzlw1Bs9NocQQB4u,120363315890635206@g.us,UduLuiz VII - Cupons e ofertas: Shopee | Shein | Aliexpress | Mercado Livre 
1375138586,Gold,Canal,https://www.whatsapp.com/channel/0029VaDc0VKATRSg2k5sOb0u,120363176619658717@newsletter,ECONOMIZANDO COM JP
1377978276,Bronze,Grupo,https://chat.whatsapp.com/Ex7NencxH6MH4ubgAZCjw6,120363044875013973@g.us,VIP 🌟Promoções SUPERDICAS
1383038146,Silver,Grupo,https://chat.whatsapp.com/J9ozsjtI50PA2xOOV8aySm,120363048028905720@g.us,Um Tico de Tudo - Promos 
1387667693,Gold,Canal,https://www.whatsapp.com/channel/0029Va9PbS9Id7nVKzupxn15,120363161567022534@newsletter,Desconto em Games
1389194151,Silver,Grupo,https://chat.whatsapp.com/JopUAdXCDZ25IVmTFsLDE2,120363044132892884@g.us,IURI INDICA - OFERTAS #46
1389303807,Bronze,Grupo,https://chat.whatsapp.com/Dwb8e9Af6ZU3kuWaRP5SrT,120363137546599792@g.us,🔥Promos do Hades🔥 [1]
1390984189,Bronze,Grupo,https://chat.whatsapp.com/KIrm8j8G0MwJxgkPMsEFrI,120363420594692909@g.us,RECEBIDINHO #11 ✨
1391252882,Silver,Grupo,https://chat.whatsapp.com/BD4bzOL3fKwHHZPtwBr0b9,120363199682139249@g.us,#2 TemdeTudoTchelo - Promoções
1408672391,Bronze,Grupo,https://chat.whatsapp.com/BzX8VkIz06fAupJVKHE0sh,5521970367736-1617312082@g.us,🌸BEAUTY PROMO 🌸
1416008866,Silver,Grupo,https://chat.whatsapp.com/LVE5Ru6djpDKhE3Joze0V0,120363423627585388@g.us,Consumer Games #08
1422595957,Silver,Grupo,https://chat.whatsapp.com/BWfCMIyieZW0gpi40GlIM5,557592438834-1593356724@g.us,Boletando Ofertas 5
1422846329,Gold,Grupo,https://chat.whatsapp.com/H3s7oBIcYPp7SfbKDQR2aF,120363232121681908@g.us,NintendoBarato.com.br #3
1423860627,Bronze,Grupo,https://chat.whatsapp.com/GQBBwp7UV93AmBF4sLqMak,120363285166592572@g.us,PROMOS TE QUERO #14
1426415184,Bronze,Grupo,https://chat.whatsapp.com/CUROIOmNciOIfMXGcE6WiV,120363420600897236@g.us,AO VIVO PROMOÇÕES #1
1426420422,Bronze,Grupo,https://chat.whatsapp.com/BB1mrpzPqTXAVpmQRDrfKz,120363026957550925@g.us,Ela Compra  05 🛒✨
1426514854,Silver,Grupo,https://chat.whatsapp.com/Cg051VJz3YG5EvTcb28m7Q,120363041162112130@g.us,RSSV Ofertas Seguras #12
1426600144,Silver,Canal,https://www.whatsapp.com/channel/0029Va8GkBr5fM5iaPVX0c28,120363192315504921@newsletter,Pedro Indica - Ofertas 
1426808500,Gold,Grupo,https://chat.whatsapp.com/BqxOehq0Zyq7Uex2mcVddl,120363421449464286@g.us,#13 PROMOÇÕES IMPERDÍVEIS
1427265851,Bronze,Grupo,https://chat.whatsapp.com/DLWCVtnreBe0eQfBh9ByCI,120363197156151203@g.us,C - AMIGAS DAS PROMOS 🛍️🏷️🛒
1427325193,Gold,Grupo,https://chat.whatsapp.com/LoaUnRZiUaZL4IThycte9e,120363028184351427@g.us,táBaratasso ✅ 032
1427776750,Silver,Grupo,https://chat.whatsapp.com/JwstmPW0omb8cd04ug87k7,120363405770182271@g.us,Léo Moreira - Ofertas #2
1428348382,Silver,Grupo,https://chat.whatsapp.com/EasI67796IOJacO78C2oJu,120363422571579860@g.us,NOVO GRUPO CUPONS ML
1428402957,Silver,Grupo,https://chat.whatsapp.com/Lg9XfDrnxqUG3DSIBvPfl6,120363404934008422@g.us,#121🛍💰Achadinhosdepromo💛
1429209372,Bronze,Grupo,https://chat.whatsapp.com/FsFLmi0QLm07vTLUVBrX2r,120363404203206194@g.us,OLIVER OFERTAS (Perfumes) 08
1432792519,Bronze,Grupo,https://chat.whatsapp.com/IT4pra5wk4z6ftS4tULbzk,120363026038066182@g.us,@dosedepromo 5
1433463620,Bronze,Grupo,https://chat.whatsapp.com/BichIxxDO85JEFyq1aXzS0,5521972772125-1612966215@g.us,GIRLSBUGS SEM CHAT 1️⃣2️⃣
1433483327,Silver,Grupo,https://chat.whatsapp.com/BENOwCW6xby8ngeXDJfzeO,120363423108890268@g.us,PROMOS DE NAT 20 ✨
1435262807,Silver,Grupo,https://chat.whatsapp.com/Bn8uKHC5TDvFfOpZxkYSLK,120363403583217574@g.us,Tudo na Promo | 4
1435379477,Bronze,Grupo,https://chat.whatsapp.com/JQSL0XFL7VRJ9geng5nyct,120363404295850704@g.us,Promos Tech Grupo #2 🔥✅
1436446356,Bronze,Grupo,https://chat.whatsapp.com/H6Ifwzn9NNA7GYBGdgD1lt,120363403112910209@g.us,Ofertas do Albergoni #014
1436537652,Silver,Grupo,https://chat.whatsapp.com/Izpv12v0sOXAzwxZAHVzG0,120363422481727465@g.us,011 Clube Baby 60
1437132261,Bronze,Grupo,https://chat.whatsapp.com/CAdygRaiBqZ4KejvDQQBFo,120363294359943284@g.us,ROTINA DE PROMOS 8
1437278515,Bronze,Grupo,https://chat.whatsapp.com/EfHt0qD9wzr1JoRGBJaHH8,120363358719998075@g.us,⚜️ Caixa Alta Promobugs 💶
1438016577,Silver,Grupo,https://chat.whatsapp.com/CNaOVLgVuIdE8bBmtjc8a1,120363022647734838@g.us,Promoções da Hora Fit & Gym
1439548649,Silver,Grupo,https://chat.whatsapp.com/J2sN803vT9cCnfPNtWYmhM,5516991076656-1507597082@g.us,🎀PROMOLOJAS🎀
1439663675,Gold,Grupo,https://chat.whatsapp.com/LK7bUtYZYmWCkWhgVlYVR0,120363165408095252@g.us,A PROMO IMPERDÍVEL  #13
1441090684,Silver,Grupo,https://chat.whatsapp.com/H0IGnLJEV0Y48foFPwMpTx,120363029467608397@g.us,XAVIER TECH PROMOÇÕES
1442794904,Silver,Grupo,https://chat.whatsapp.com/Bn339Zb9Tm1IqHecAnYIFs,120363417382030212@g.us,Doguinho Promoções 🐶 #6
1444457359,Bronze,Grupo,https://chat.whatsapp.com/KM9LMqZxICe7zxinx37BUu,5521976234600-1593482687@g.us,Achados da Nessa ✨
1444756345,Bronze,Canal,https://www.whatsapp.com/channel/0029VaYjTxX2v1J1qgMkml3H,120363288868236180@newsletter,Beleza de Ofertas 🛒
1447302999,Bronze,Grupo,https://chat.whatsapp.com/E4tOPjoCNog6N9WkVoI2Ov,120363178679251167@g.us,Promo Do Casal
1447393059,Silver,Grupo,https://chat.whatsapp.com/BgG8vfFpH374vIsjAtPDsc,120363048156000295@g.us,A Rainha das Promoções 53
1450808630,Gold,Canal,https://whatsapp.com/channel/0029Vb6utoYFXUuZXnzl5619,120363403279379750@newsletter,Lobão das Promoções 
1451916544,Gold,Canal,https://whatsapp.com/channel/0029Vb7cwBYLNSa8BkcOAE10,120363407062944230@newsletter,🔥 TO SEM KIT - Promoções 🙌
1452193631,Bronze,Grupo,https://chat.whatsapp.com/FdWvHZ76Wqo0mxI3onSoAq,120363161417643763@g.us,#80 PromoçõesDoFazolli🛍️
1453179131,Silver,Grupo,https://chat.whatsapp.com/Ajf4V1uBSB24N33Odocm9t,553193123632-1509042345@g.us,(30)Top Descontos Oficial
1453452471,Gold,Canal,https://whatsapp.com/channel/0029Va9QFJGICVfkJA730514,120363179054749603@newsletter,Ofertas Nintendo BR🇧🇷
1455887437,Silver,Grupo,https://chat.whatsapp.com/BwDmXgnK9vIBGFz4608WDQ,120363359453811248@g.us,Aqui Tem Pechincha - Mercado e Utilidades do dia a dia!  🛒
1457441247,Silver,Grupo,https://chat.whatsapp.com/GL97e4X83ZI9qoD6IzBkbL,556799698465-1599455460@g.us,PROMOÇÕES & DESCONTOS 68
1460641122,Bronze,Grupo,https://chat.whatsapp.com/F5XACSVOt1wF82pPbzawZZ,120363404787346640@g.us,Grupo de Ofertas #8 Saúde em Forma💙💵✅
1461003474,Bronze,Grupo,https://chat.whatsapp.com/IcMUpxRbcpRGI6JeDbu9ei,553171651667-1622001532@g.us,PROMOLOUCAS 🛍✨(3)
1461645780,Bronze,Grupo,https://chat.whatsapp.com/GeCRMWSBq3qH7Wy8KvVoJv,LINK QUEBRADO,LINK QUEBRADO
1463706675,Silver,Canal,https://www.whatsapp.com/channel/0029Va9NjO52P59bAfHEi841,120363185170986955@newsletter,EconoMister Ofertas
1468622524,Bronze,Canal,https://whatsapp.com/channel/0029VadKQgJJJhzbtgmJcr24,120363275286098532@newsletter,SacaAi - Promoções de Notebook
1477441758,Silver,Canal,https://www.whatsapp.com/channel/0029Va5wZX15vKA1epDgf31a,120363164926365120@newsletter,Meu Game Com Desconto - MeuPlayStation
1478707361,Silver,Grupo,https://chat.whatsapp.com/D99LcAyBJXm9QM5NG3MoRH,120363398303291518@g.us,🛍️ Senhora Promo #05
1480696279,Gold,Grupo,https://chat.whatsapp.com/LAb96zGT1goK1cZPeFgJHT,120363405365726556@g.us,MAO DE VACA 83
1485217446,Silver,Grupo,https://chat.whatsapp.com/8cao38VPYLDBKLMqOPjoA0,5521972675859-1533073494@g.us,PromoON 00
1485911737,Bronze,Canal,https://www.whatsapp.com/channel/0029Va9vpA9HltY7wNYAAT26,120363163026565094@newsletter,🔥 Promoções do Tec | Só Quem Entra Vê
1486080662,Bronze,Grupo,https://chat.whatsapp.com/HVlxykyHau8CCctAnAtQ60,120363421841081511@g.us,PROMO LADIES 2
1488032118,Bronze,Grupo,https://chat.whatsapp.com/CFK3r2wtHe16NEIhawekTy,554195226076-1620404901@g.us,🍏PromoAleatoria Só Apple
1493086612,Silver,Grupo,https://chat.whatsapp.com/L1vycHtOuM2JLwsdH6qgKX,5511975835333-1626119843@g.us,Promo e Afins 8 💜
1528968155,Bronze,Grupo,https://chat.whatsapp.com/Hs21HsUxxNKKksUem3SUzo,120363286189834327@g.us,ACHADOS DA MALU #23
1531640488,Silver,Grupo,https://chat.whatsapp.com/L8KIweGu5u7KTq2Yd1CP6O,120363422655386925@g.us,#21 Promobabykids
1536298884,Bronze,Grupo,https://chat.whatsapp.com/EwQ4rnLS4uo3zCHcTYPdLd,120363029599537345@g.us,DAZAMIGAPROMOS 2 ✨
1539409111,Bronze,Grupo,https://chat.whatsapp.com/CKKv1VSNT53Dfy4kE3Y7cM,120363354358616333@g.us,Bruxo das Promoções #05
1550052320,Silver,Grupo,https://chat.whatsapp.com/CRUCLnt5HAy7lWpQjzxUzH,120363201727659718@g.us,avisaDesconto | 001
1565324511,Silver,Grupo,https://chat.whatsapp.com/FXlIvN8c9IC9c8mjzYajbc,120363041417231223@g.us,Promoções 11 🛍💖
1572653489,Bronze,Grupo,https://chat.whatsapp.com/BuQlemEFW2r2aOUGoGRJSl,120363419466959336@g.us,11 Caçadores de OFERTAS BABY
1577887940,Silver,Grupo,https://chat.whatsapp.com/GHdEPxuQlfL1maMuQNTHIX,120363404716527664@g.us,A PROMO MEN 🔥 #39
1588265237,Bronze,Grupo,https://chat.whatsapp.com/LYEMzs28deCDS8alcefD3X,120363182048493425@g.us,Promo Atleta  #1
1629748942,Silver,Grupo,https://chat.whatsapp.com/LnFhir7J5Wf3Qt7TktN6mE,120363406003703704@g.us,ACHADOS DA MAG #23🔥🛍️
1639459856,Bronze,Grupo,https://chat.whatsapp.com/IjHp4Xcwz1WBaBduXFvLbe,120363424178779521@g.us,Unboxing Na Lata - Black Friday
1661960926,Bronze,Grupo,https://chat.whatsapp.com/E4Kf4pq6GsT9mVJTLJBIdO,120363424000272262@g.us,Ez Promoções #9
1665449142,Bronze,Grupo,https://chat.whatsapp.com/EEiuubOHou3FiTT9WJaZt3,120363422581214841@g.us,CUPONS E PROMOÇÕES- OFICINA GARAGEM 💸
1690741909,Bronze,Grupo,https://chat.whatsapp.com/EQPW7qloTDtDvp1dmyrRQD,120363199164129583@g.us,Promoções do Perigo
1692585264,Silver,Grupo,https://chat.whatsapp.com/K0E77yI0eJF9s5ESp4laL9,120363419933978938@g.us,Sidão Do Game 🎮 #1
1711897713,Silver,Grupo,https://chat.whatsapp.com/K4ryLu97TmzLSvVbpopbTG,120363402150960998@g.us,Promo de Grazi 💗 #25
1712874783,Silver,Grupo,https://chat.whatsapp.com/LIQYisA24wJ0zw1ZYSoa5t,120363423971278517@g.us,Ofertas do Nerd do Tempo #4
1738465308,Silver,Grupo,https://chat.whatsapp.com/HbFwDMJx0AVC31FJN6XwE1,120363119174045611@g.us,⚡️ PROMODALUH | #1 🛍️🛒
1752757746,Silver,Grupo,https://chat.whatsapp.com/BrKgJs8ZfYe4Jq2Lxim0u5,120363194667572151@g.us,Comprinhas de Casa✨ #1
1763078011,Bronze,Canal,https://whatsapp.com/channel/0029Vaa8YsH1t90Z0iZKB33u,120363279377332711@newsletter,Promo De Livro 📚 Ofertas e Cupons
1768622098,Gold,Grupo,https://chat.whatsapp.com/BS0HZuhXh6P7kRoI1gEqER,120363407226581518@g.us,Espionando Fitness #49
1776938790,Bronze,Grupo,https://chat.whatsapp.com/GPmBCLglPFY5S6EUvXMUsE,120363405713866845@g.us,Dicas de ofertas 70
1787797281,Gold,Grupo,https://chat.whatsapp.com/EdhCcrHP1qU2zLOv2Sv4jP,120363415723651662@g.us,Cupons de Pobre 🎟️
1799164964,Silver,Grupo,https://chat.whatsapp.com/Bck17o0khjQ3DcQd6NFxkY,120363420810036647@g.us,Promodoscaras 😎 5
1815084683,Gold,Grupo,https://chat.whatsapp.com/IUHQ3hfZaHXKyEOjcUSEhr,120363327812391365@g.us,PROMO DELAS | 32 🛍️
1827399957,Bronze,Canal,https://whatsapp.com/channel/0029Va5C6Wk5kg74RSMcIN0z,120363179635648067@newsletter,Canal 21onze Promocao e Comercio ltda | Cupons e Promoções De Tênis De Basquete
1833043019,Silver,Grupo,https://chat.whatsapp.com/LyXmhuBHKDN9NZVi9SJpJ8,120363237672637679@g.us,Achadinhos da Bia 48
1850405221,Bronze,Grupo,https://chat.whatsapp.com/GYHxYX0OiWLBGUVhXp4dOI,120363420778988065@g.us,OFERTAS DO Gui ! #8
1856859073,Bronze,Canal,https://www.whatsapp.com/channel/0029VavQ9i68aKvEJa01Si0s,120363343648521112@newsletter,MAXHOBBY OFERTAS | DRONES | RC | ELETRÔNICOS
1864837598,Bronze,Grupo,https://chat.whatsapp.com/GtHgprWN4LyHsyz3fNM2lh,120363420491197028@g.us,Canal da Luiza #3
1875530332,Bronze,Grupo,https://chat.whatsapp.com/FTsTDhuG2dw07UlqtSwy4H,120363406603112373@g.us,LINKS & CUPONS #2
1885573171,Silver,Grupo,https://chat.whatsapp.com/B7B7IOWYF3zJrnOcCsT0lE,120363401602908578@g.us,Grupo de Ofertas - Talk PC #12
1890797680,Gold,Canal,https://www.whatsapp.com/channel/0029VaEigmzIN9iuUTdlum27,120363198398150660@newsletter,Tênis Certo Cupons e Promoções
1909872740,Bronze,Grupo,https://chat.whatsapp.com/JMXb0p4jSL4ISVSQXlP9Yj,120363418830497132@g.us,Musas da promo #20
1946020572,Bronze,Grupo,https://chat.whatsapp.com/LjxdpPAT9K378B0TTJSCEG,120363030786705149@g.us,Mina da Promoção #1
