cust_id;Classificação Atual;deals group on wpp?;STATUS;LINK_OK
2611596372;MElIpro;Sim;GRUPO;https://chat.whatsapp.com/HzhyWCR4nNYGtuJaKaPgCJ?mode=ems_copy_t&fbclid=PAZXh0bgNhZW0CMTEAAac6aaoR_1jW34QAY5WwplFioqheYLC4i48w6ayHIR94BJZNFqpzjNRejox_oQ_aem_nwxXwRt3AJcmrnDXi5j8QA 
531618401;MElIpro;Sim;GRUPO;https://chat.whatsapp.com/LTDLmVuZQio5EqHddhRasL?mode=wwc 
651524151;MElIpro;Sim;GRUPO;https://chat.whatsapp.com/H6A72Otw8H0BPrlTfys8II 
255589674;MElIpro;Sim;GRUPO;https://chat.whatsapp.com/DZd3F34NqlOBrOG22YiB1F?fbclid=PAZXh0bgNhZW0CMTEAAafCeMVDTlArPVKftbd_AnpIUkNDuLR1FhiB1E7st3b4QF0D2wZktyNtJT_XxA_aem_XFKounzmmzUJR56ZH9ztbg 
1038382483;MElIpro;Sim;GRUPO;https://chat.whatsapp.com/FStwKecXsnR4qIlu1U1SeO?fbclid=PAZXh0bgNhZW0CMTEAAac9GzFPGsn83mk25M9YlmVWZNO1xtCllAfzEbwlEq-2_sGfzw-a8h2x-Fq9Qw_aem_goHhO5Y6INiqHkjtKnAtEQ 
1590205193;MElIpro;Sim;GRUPO;https://chat.whatsapp.com/HuIBzBxXsBnJaGDh4tJy2y 
173037793;MElIpro;Sim;GRUPO;https://chat.whatsapp.com/JJShzxTq1MAIxdMZLDnvDz?fbclid=PAZXh0bgNhZW0CMTEAAadN4T3xyzziKQMV8dWsx2w26DL9TFQrjE4WwgBT2AErRP1FtG1b5Z46rAzWKA_aem_GNU4GdNBlBCWVS_u0acX7w 
1585403964;MElIpro;Sim;GRUPO;https://chat.whatsapp.com/CHH2fXV2i2n1Yx3kfKMwYc 
1585403964;MElIpro;Sim;GRUPO;https://chat.whatsapp.com/EIAplurq7I2A0nd4ZcqWNj
1184554804;MElIpro;Sim;GRUPO;https://chat.whatsapp.com/DXLcCBjXRv4D73Jib8kmN1?mode=ac_t&fbclid=PAZXh0bgNhZW0CMTEAAae5b72rABlFt3dvXHiRYnRW-iCSMBElRW1uOXZqmlfoyyjRUbdf3YcyQUE9-g_aem_7B8LPmybyA0tDgFjJd2EYA 
1777894146;MElIpro;Sim;GRUPO;https://chat.whatsapp.com/DaZMY91iXS6GasYSOTdDPy?fbclid=PAZXh0bgNhZW0CMTEAAaeLeoriPn0-0hbf3vcOssOCzNO1IcCYo4f_NPmnqCZLEQv1FhPGCWIg7y5dFA_aem_7rvBQ3Az3QZWIh9BEc9Kcg 
1550052320;KAM - top 1000;Sim;GRUPO;https://chat.whatsapp.com/K41Nfk48Mid9cAN7OA1V3K
5399188;KAM - top 1000;Sim;GRUPO;https://chat.whatsapp.com/FzoBRhQjSBR8qAaYXWbBWx
155523724;KAM - top 1000;Sim;GRUPO;https://chat.whatsapp.com/BQ7tcRk6loB7roRQgF9SVZ?mode=ems_copy_t&fbclid=PAZXh0bgNhZW0CMTEAAafjiqu7Cv2zhN3eADBwm22E0zIENha0cIp63tUtukYmP-Y4TOQKT24WsQN94A_aem_5J7hytlCCJi1WJyGcIuO1w
1587747906;KAM - top 1000;Sim;GRUPO;https://chat.whatsapp.com/LLg4yElJWJB1oW5S6dU84l?mode=wwc&fbclid=PAZXh0bgNhZW0CMTEAAaeFe1q7BZHrcru9DCDJEcXMbay0g36UeJzbRySYgqropyztU-GUNSZSe7w_Uw_aem_IgnsdQI5kA6JcKQmfYTEuA
79019768;KAM - top 1000;Sim;GRUPO;https://chat.whatsapp.com/CMPA3hBbXmSBg7aEoHcdAc
1029902351;KAM - top 1000;Sim;GRUPO;https://chat.whatsapp.com/KD3HqqR0Kz6EHM6tSuTrLx
1029902351;KAM - top 1000;Sim;GRUPO;https://chat.whatsapp.com/EsUGVz7d3HE8VRSuxVeIf4
1029902351;KAM - top 1000;Sim;GRUPO;https://chat.whatsapp.com/LVjBT22V8ZQ8WAjejQItnK
1029902351;KAM - top 1000;Sim;GRUPO;https://chat.whatsapp.com/Cg9WQ9seejyL0J09xDad30
122211558;MElIpro;Sim;GRUPO;https://chat.whatsapp.com/Kj0kGQjHgu534xo3LPnCXd
136382088;MElIpro;Sim;GRUPO;https://chat.whatsapp.com/H9dxNyPzbWSLGTqbp2ov2A
699370117;MElIpro;Sim;GRUPO;https://chat.whatsapp.com/K6DAzAvNur4IabDyHeb2Y3?mode=ems_copy_t&fbclid=PAZXh0bgNhZW0CMTEAAacToXVWdlXegf-9uNBLuKK3RyUvY57YE47UVMht5jf6djL4-hogWGMtjeF_uQ_aem_6YlLmsP4JR_GGkadUzr48w
1063208859;MElIpro;Sim;GRUPO;https://chat.whatsapp.com/HUIQoCtX7af4mhEE7bEIhw
1676657192;MElIpro;Sim;GRUPO;https://chat.whatsapp.com/HByXpAYMbzP8TkQrfp5PTS?fbclid=PAZXh0bgNhZW0CMTEAAaf04i_YzjO1AXgzF_Qa8GvlhsJmzQnpKooeQ9LyacXUSWELmkTXefzdWomwHQ_aem_rYZWDI3F3TPOl6lHF36T0A
1786835301;MElIpro;Sim;GRUPO;https://chat.whatsapp.com/JwliHvFksEiDSmhElwqP5W?fbclid=PAZXh0bgNhZW0CMTEAAafS_pd94XLQMEqz1A-RtP2JHpVCsiAe58gZM7z73GqqhSYGlyLf1HYdDqoPBg_aem_SpS-jbVCzvnaKimUggqPbg
2051821320;MElIpro;Sim;GRUPO;https://chat.whatsapp.com/FEP0VTDFUr87bIxhQHMzUn?fbclid=PAZXh0bgNhZW0CMTEAAaf7bYAwNViwC3TG62hMaTrB9y2K6GGA7DcP6dRjB9txO2GXdWFe_9CCuYVhyQ_aem_GFG7lQrmjTNltt9FTynGeQ
2592935944;MElIpro;Sim;GRUPO;https://chat.whatsapp.com/IHoI86Hr37ZLLJDccekBPy?lt_utm_source=lt_admin_share_link
183279834;MElIpro;Sim;GRUPO;https://chat.whatsapp.com/D87xKk8Kqgk0bMxSpKtcCB?fbclid=PAZXh0bgNhZW0CMTEAAafCgsBXCvw3_uuunm_oQftQs2WvBpncw_FOhdrkauYSbewZhRnN42ZUNG2nAQ_aem_QJwoi610E0r9FVqY4GOVAw
203572971;MElIpro;Sim;GRUPO;https://chat.whatsapp.com/Eof5Zg0DLAsGzmdwnAYjfQ
621237108;MElIpro;Sim;GRUPO;https://chat.whatsapp.com/DgKPbjSmzlw1Q3nd7MOgj7
33691178;MElIpro;Sim;GRUPO;https://chat.whatsapp.com/JPHe7LUEuKzBKZODcnOdRU?mode=ems_copy_t&fbclid=PAZXh0bgNhZW0CMTEAAae7z7JGoOFdjCMf3pnONTCvhU5v9YZ-W0iFeCBz2G3BgYD42V-QlQO7599BiQ_aem_RTPIL0BXvZG0DekFj8doJw
449187698;MElIpro;Sim;GRUPO;https://chat.whatsapp.com/LTaXWLWho2w8JKi4kU4dcH
201818186;MElIpro;Sim;GRUPO;https://chat.whatsapp.com/CFXGKZ7hQ8N65WmG6W1lje?fbclid=PAZXh0bgNhZW0CMTEAAadfOK-hb31L9LLKoIDDDVEmY5YTfJF929lB4Z91Nz53L40nZ9EiowwC6mvOVA_aem_VBb80IbCwQmsZ-XgKnA_CA
174783683;MElIpro;Sim;GRUPO;https://chat.whatsapp.com/DQn0EzyBE9n8BMESLnS16C?fbclid=PAZXh0bgNhZW0CMTEAAae6uKJlgFm51ylYqAXvseH0DYJ4inrkZpUKPmd6l66MPGhj1phTS5LTMEVgjw_aem_xL8We9JutY_z9vaPO6X4pQ
1457459939;MElIpro;Sim;GRUPO;https://chat.whatsapp.com/LBltd96f3U06b6YeoROqJc
2531061357;MElIpro;Sim;GRUPO;https://chat.whatsapp.com/HeJj2WYIZzuIuXVaVilqRk
1438028665;MElIpro;Sim;GRUPO;https://chat.whatsapp.com/IWD8VXHZYI5LBk2e0PCHVX
455002960;MElIpro;Sim;GRUPO;https://chat.whatsapp.com/Lvn9OQSNfVcF8i8YYtH83z?mode=wwt&fbclid=PAZXh0bgNhZW0CMTEAc3J0YwZhcHBfaWQMMjU2MjgxMDQwNTU4CGNhbGxzaXRlAjE1AAGn_7-hvX-bDEZRlQkAkGpnMKybCElbniU3MzyTxW7k97IQvoQby3guNVOaMVA_aem_rn-MrWfbhBO1B6-yuOX_3A
186556232;MElIpro;Sim;GRUPO;https://chat.whatsapp.com/K7Kd6lds1Rz376wzK9jf53?mode=ems_copy_c
119053125;MElIpro;Sim;GRUPO;https://chat.whatsapp.com/I3ccW9jKW7F8Wjf4erKWWV?fbclid=PAZXh0bgNhZW0CMTEAAafeSdsthS9AWb-CqVptkEwzE8cm9yWrS-vqWzcAxp4o744lwwaWsGobkxnEbw_aem_PI3S6Yuym3aRiqkf1HhBsw
1838483881;MElIpro;Sim;GRUPO;https://chat.whatsapp.com/DKl1AhprFx3AEkkiP854py?fbclid=PAZXh0bgNhZW0CMTEAAae-XUcAHpnUp5EOodk_tioetc7CT1ZUyJPlq3j7EGtF8suRYRsHULuaZyIUeA_aem_htRhTGn7imbWlC91dBJi-A
361899717;MElIpro;Sim;GRUPO;https://chat.whatsapp.com/Di2M5HFd6uj7eh7q8CXj96?mode=ems_copy_c&fbclid=PAZXh0bgNhZW0CMTEAAaeIr_zn_ycwWsN_KzAqnV8wg00ZS4LJi5SmSiVNnL8Cg-q_ea50Z5kcQMxWuA_aem_kXHVRyDHFfo1hPer1vpiHw
313555253;MElIpro;Sim;GRUPO;https://chat.whatsapp.com/EbaIS6f8kaKGtHoN8cerq0?fbclid=PAZXh0bgNhZW0CMTEAAafAaORm4GvrSFwuOhITojs1zcxrKqz7Vl_hIM94MC2ivZAOHKe-n75Pj2JgSQ_aem_x3RReMsT-4o5V0OL85ZRww
295506853;MElIpro;Sim;GRUPO;https://chat.whatsapp.com/LhbOvZPCBRW87WMZpqEndy
1512186857;MElIpro;Sim;GRUPO;https://chat.whatsapp.com/Lwj77WPLRUR6DaBKjCxino
224832674;MElIpro;Sim;GRUPO;https://chat.whatsapp.com/D1jHcv2JQHrL7piQ7gNF5q
601159975;MElIpro;Sim;GRUPO;https://chat.whatsapp.com/EVHrvfODHevIK6nAqfe6JL
732472905;MElIpro;Sim;GRUPO;https://chat.whatsapp.com/D23i3Aocfky8tC8oAxxUn3?mode=r_c
1842769625;MElIpro;Sim;GRUPO;https://chat.whatsapp.com/IftRu5fS2jK436z1a6yOQX
279034933;MElIpro;Sim;GRUPO;https://chat.whatsapp.com/CkBNImXVV4iFqvvYV7K0q7
431214959;MElIpro;Sim;GRUPO;https://chat.whatsapp.com/LkHeO0BnrHgB2TBJeQFHkd?fbclid=PAZXh0bgNhZW0CMTEAAaehzdN953FcdpJ-ZNL-MOg3xpsrgq9xtqvWBO9cGfDhsRVO52qC5NdCiQszmg_aem_f4cD466438-n9P1wfxTNMA
91941491;MElIpro;Sim;GRUPO;https://chat.whatsapp.com/BDfTy6zh8OsGCN4zWOfSzW?mode=r_c&fbclid=PAZXh0bgNhZW0CMTEAAae__io0myNa_OV_CUljrT9hxwIviD5wpS9Nj4Sgx_c5QNaTOh2e9W5pNGKEmA_aem_NOvHeazHETXU33ivgKNZcw
1712443665;MElIpro;Sim;GRUPO;https://chat.whatsapp.com/Jal8oRLgqLEJDxolTBLltW
1884853456;MElIpro;Sim;GRUPO;https://chat.whatsapp.com/BwDGi4Xodd12JlOCMxAnpu?mode=ac_t
2336669810;MElIpro;Sim;GRUPO;https://chat.whatsapp.com/JwliHvFksEiDSmhElwqP5W?fbclid=PAZXh0bgNhZW0CMTEAAafqpp_r3Cif4jSoPZrk-5hY4MHTDRKUfprhGT-_K1LljnA9AoIPcl3Ldxj6Ug_aem_6z5ceERhht5CslhW8dIF1Q
450512131;KAM - top 1000;Sim;GRUPO;https://chat.whatsapp.com/HHGjJ39EGjP1E3Xvcyo287
284855023;KAM - top 1000;Sim;GRUPO;https://chat.whatsapp.com/CbIau6c3CA7C0LMxobWHXA
511670989;KAM - top 1000;Sim;GRUPO;https://chat.whatsapp.com/JT8aIzL4HNQD8N9899WpqW?mode=r_t&fbclid=PAZXh0bgNhZW0CMTEAAad5mCbSUZl3HYU_5cwgqwQdZn16ow_DUCQYkMnZ8dZVm0KcFVI54OOvTSsLeA_aem_jsGqLssFi0ptvXBVFCejCw
325501300;MElIpro;Sim;GRUPO;https://chat.whatsapp.com/FlfVPkFf2uAFzudRwd7gAf
288063877;KAM - top 1000;Sim;GRUPO;https://chat.whatsapp.com/FYshNVla9hcBWbSoIwfGm3
2418855877;KAM - top 1000;Sim;GRUPO;https://chat.whatsapp.com/LCUCTJLImyO3KzBKfRVZoc
132598358;KAM - top 1000;Sim;GRUPO;https://chat.whatsapp.com/HD3hBHCntvUCYL109WfhJH
229491441;KAM - top 1000;Sim;GRUPO;https://chat.whatsapp.com/BT7Z2GIyRfq100xBXrb7Dc?mode=ac_c&fbclid=PAZXh0bgNhZW0CMTEAAacVKS0RTVh1vL68sXO9-Cc6cX16yY3coG9lClLRNoyDAjZdlSZYm4MDSUapMg_aem_77Lpb6bZ1EYK2OKlgnnYRA
231841011;KAM - top 1000;Sim;GRUPO;https://chat.whatsapp.com/GMlz11599YTLP3ui9VWgXn?mode=ac_c
1167640603;KAM - top 1000;Sim;GRUPO;https://chat.whatsapp.com/LKNq5b7IVGL0B89W4fKuLF?mode=ems_copy_t
1890922253;KAM - top 1000;Sim;GRUPO;https://chat.whatsapp.com/JAv9DaNWBSLA25LqoC9YI3?mode=wwt
1377978276;KAM - top 1000;Sim;GRUPO;https://chat.whatsapp.com/Ks3048s1gRjGzqfnbOmRKs
512970471;KAM - top 1000;Sim;GRUPO;https://chat.whatsapp.com/D6vTMhtpTji4R4oJ1oBcB2
1446956733;KAM - top 1000;Sim;GRUPO;https://chat.whatsapp.com/DSeLEmy3Ccg2cQIQu0PZIg
269721398;KAM - top 1000;Sim;GRUPO;https://chat.whatsapp.com/FKCP03nC7DLKYr1sonRws9
1433463620;KAM - top 1000;Sim;GRUPO;https://chat.whatsapp.com/Kda7wlfxzOj08vWSm42jip
269337304;KAM - top 1000;Sim;GRUPO;https://chat.whatsapp.com/HiAZjhqm6DQFLfIkcwhqru
1954038151;KAM - top 1000;Sim;GRUPO;https://chat.whatsapp.com/GUgEwbuk86aJDdyJfLsSQ3
136554975;KAM - top 1000;Sim;GRUPO;https://chat.whatsapp.com/CCbeOEcw45ZIS7Du8dZchQ
5160092;KAM - top 1000;Sim;GRUPO;https://chat.whatsapp.com/K0Qvrw74bqdAi0FysJANr5?fbclid=PAZXh0bgNhZW0CMTEAAadTzPHs-UCqEfxaXrjSFbyF7rO5j1w9q5QyAPrpV7RX82CRIk4ea0BTNNbg4A_aem_shDqRg-bVPp7dQdv1KmijQ
1465247461;KAM - top 1000;Sim;GRUPO;https://chat.whatsapp.com/HXoaeZGoCA1Bdp7Gs4VIkq
205028015;KAM - top 1000;Sim;GRUPO;https://chat.whatsapp.com/Fspc3uykwrOKs5wDwPvsSW
1381583566;KAM - top 1000;Sim;GRUPO;https://chat.whatsapp.com/DXBvkZJkQLdBQpxymvWKSG
83966270;KAM - top 1000;Sim;GRUPO;https://chat.whatsapp.com/JD7FxqCc7lC71BZ6PgsuTy
73418100;KAM - top 1000;Sim;GRUPO;https://chat.whatsapp.com/BDO3Mirgc7xFReDJ9QxZ82
408274567;KAM - top 1000;Sim;GRUPO;https://chat.whatsapp.com/Db4BoPO9UqOKZkIx59xKiT?fbclid=PAZXh0bgNhZW0CMTEAAacXAsUaz1cyBlxuWLc9fZwsfkiJsenTyr88j5hFKyHok0eeIW6c3eZQU_g9zQ_aem_Dmy4nL0HwtdvuO4boZzsDQ
1756402797;KAM - top 1000;Sim;GRUPO;https://chat.whatsapp.com/HEi2otzaI1E8NVJDxyFBNo?mode=ems_copy_t
2009130689;KAM - top 1000;Sim;GRUPO;https://chat.whatsapp.com/GRFJfs23lgYBEmRSmbRyzl?mode=ems_copy_t
448250295;KAM - top 1000;Sim;GRUPO;https://chat.whatsapp.com/GbdkHTyBqRm9zeMfi4sqfB
241322914;KAM - top 1000;Sim;GRUPO;https://chat.whatsapp.com/HkZ6ShSsbeg1gQ2JBPo9Vs?fbclid=PAZXh0bgNhZW0CMTEAAaf9MTtDTajtcKqfeXh4kRc33Me85ugZLxZrmV-4w1mxRdti5aZXx3G9yQNOsw_aem_CjJmyhj6IpZRdi-wAtd8-g
167259214;KAM - top 1000;Sim;GRUPO;https://chat.whatsapp.com/GotYoYy1r6zAJ8YYtk82qe?mode=ac_t&fbclid=PAZXh0bgNhZW0CMTEAAadMWMagcqJdIYmZJSZ4R8GFjSVIPidZOKegyRWCrH6fm-LAmUjxYNzdfGsgNg_aem_6Rd6CcTSu1qnnloj1lOpOA
530861291;KAM - top 1000;Sim;GRUPO;https://chat.whatsapp.com/EzsDwzVMrKiHt0xXqPPoRJ
1217794331;KAM - top 1000;Sim;GRUPO;https://chat.whatsapp.com/Chcg5YTJDdRIgDNycwYBx0
2200130866;KAM - top 1000;Sim;GRUPO;https://chat.whatsapp.com/Lqua75hMObP5wXwKCyiq7o
183440224;KAM - top 1000;Sim;GRUPO;https://chat.whatsapp.com/L1sC7x9NRND6v2T4IVXowY
238471146;KAM - top 1000;Sim;GRUPO;https://chat.whatsapp.com/KNKw7EZNadrK0rFxvYnO0u
141495725;KAM - top 1000;Sim;GRUPO;https://chat.whatsapp.com/3GnbahT2kj07ibWPPnar6t
49674458;KAM - top 1000;Sim;GRUPO;https://chat.whatsapp.com/D5Si0eBiQZj9DZaRSJDgrA
1453199461;KAM - top 1000;Sim;GRUPO;https://chat.whatsapp.com/KTzHdnCLZkzAFYgqWaSqFn?fbclid=PAZXh0bgNhZW0CMTEAAacYYtqHsmlP-VN5s_k_v0SXlW8v19O79nXlRjQb5QJICnPvjp-HYWL2PvQidA_aem_bhK-IKlLNpW0_SSFN6WpAw
211158953;KAM - top 1000;Sim;GRUPO;https://chat.whatsapp.com/HQHx4Tr5C3M1kEKkgzsVxC?mode=ems_copy_t&fbclid=PAZXh0bgNhZW0CMTEAAacpe4HfJwoTXcFCXXHX2GpWSyGNtz7YH_lLwX1zs25qmeILYdSeuMvHWRpRxQ_aem_hq1hMcGK9YB82zPFAupThw
53501280;KAM - top 1000;Sim;GRUPO;https://chat.whatsapp.com/3AojlMVOnTx5aanIu9xATd
1690741909;KAM - top 1000;Sim;GRUPO;https://chat.whatsapp.com/FPAfltA8alqBFThYVQZV2o
1430584463;KAM - top 1000;Sim;GRUPO;https://chat.whatsapp.com/LPpRGK4WvR81psNepIOaUu?mode=r_c&fbclid=PAZXh0bgNhZW0CMTEAAaesKYh7TggEYAVosoKGdc9BIvw94GNAYwg7sRcKAbskAEbN9aRvidpeZL2DFQ_aem_dCP_062_l1exXQxFLlvDCw
1034365332;KAM - top 1000;Sim;GRUPO;https://chat.whatsapp.com/Ja8pGApMAuL5wQKhC2isyI?mode=wwt&fbclid=PAZXh0bgNhZW0CMTEAAaf4zFg2e2kuAv3bbWCDbtj0FGOh4LHPp-ZieGis6-VfPYZzseeRy1rTXMP44w_aem_2CyEZQVSdL33KNgPj8KUsw
470806864;KAM - top 1000;Sim;GRUPO;https://chat.whatsapp.com/ED3SWc4c1ZT2oeACRALSiI?fbclid=PAZXh0bgNhZW0CMTEAAadYUujDSi-fDWl6u9ooOCnZFX8wkV_ZT9uZW8WyHrud-Tx_C2WBQxIefWv4yw_aem_CF9ezvNK1O2X6PKuhvj8oQ
151885557;KAM - top 1000;Sim;GRUPO;https://chat.whatsapp.com/JEXULayLCWkIqh89sJX4Cj?mode=ems_copy_t&fbclid=PAZXh0bgNhZW0CMTEAAadltqLlBBGH8ZOTU0aFrpTWiGOlKgxakToaDNYVS_OAqUeRgStOikHzM9dibg_aem_RBcpXOFzg8l2iejwp9rfMQ
337920322;KAM - top 1000;Sim;GRUPO;https://chat.whatsapp.com/BSrW73sUxmf7P0k94JjGJR
1447393059;KAM - top 1000;Sim;GRUPO;https://chat.whatsapp.com/IztSV778zEV1Km200kyq3M?mode=ems_copy_t
526807890;KAM - top 1000;Sim;GRUPO;https://chat.whatsapp.com/LPyuTee5x46DumQfzur4BB
287197163;KAM - top 1000;Sim;GRUPO;https://chat.whatsapp.com/EFKnGyxcmb43wn8JP4oK3k?utm_medium=social&utm_source=heylink.me
324279904;KAM - top 1000;Sim;GRUPO;https://chat.whatsapp.com/GrIZPFtopk17fKB4ZufzKz?mode=wwt
287029678;KAM - top 1000;Sim;GRUPO;https://chat.whatsapp.com/JR9FChkNN4m90N5qGyDFzV?fbclid=PAZXh0bgNhZW0CMTEAAaeVyFZGtGjGNb7E2ysOykp5YDrX2D9_0qvrh8ScCdjk50uBVkJgTie7G5JEPw_aem_KdvwTMiVpojhRSX4sOUqGg
283174736;KAM - top 1000;Sim;GRUPO;https://chat.whatsapp.com/K310kjNbwASEDJ91U8X5Bm?mode=wwc&fbclid=PAZXh0bgNhZW0CMTEAAac9JFVgervJTQFvCkEms2VpM58SnT0hTf-NerD4rNAaFoOJPRWRMvQcqJ80oA_aem_mMQHuj-5Ov9z-FNmSOhd8A
757367286;KAM - top 1000;Sim;GRUPO;https://chat.whatsapp.com/KWch5ygbtG9EDgotXCZ6w6?mode=wwt
183117136;KAM - top 1000;Sim;GRUPO;https://chat.whatsapp.com/L2jFzuhDn6KFSJC9LcQcuU
99920305;KAM - top 1000;Sim;GRUPO;https://chat.whatsapp.com/Bilt1HIkKufE4zmWKdAh0m
190304867;KAM - top 1000;Sim;GRUPO;https://chat.whatsapp.com/IiRsOuBEKu20Ad55TK6oQo
173167047;KAM - top 1000;Sim;GRUPO;https://chat.whatsapp.com/HZyuiMiv4uQ2FO3LsGhUGJ
297607087;KAM - top 1000;Sim;GRUPO;https://chat.whatsapp.com/G8aOJ9GsgtgK0FHC9PHWOJ?fbclid=PAZXh0bgNhZW0CMTEAAacI4MN8e_BfLrOomUzfDK29iJ6dd_Ab-Nm7XKbX0ev2Y9thCvVPf8gTkluGHQ_aem_lNWiofynB7OUCWcClguV-g
47897711;KAM - top 1000;Sim;GRUPO;https://chat.whatsapp.com/DiaQsENFguqJvobfT8ohim
30107921;KAM - top 1000;Sim;GRUPO;https://chat.whatsapp.com/CFPqGJMJy8J7Zrt1GCkhCF
277875863;KAM - top 1000;Sim;GRUPO;https://chat.whatsapp.com/CTjtI84fLp2Kio1vl9qPSQ
169808445;KAM - top 1000;Sim;GRUPO;https://chat.whatsapp.com/KLZdjjmDJarKOMcowCcajh
163733884;KAM - top 1000;Sim;GRUPO;https://chat.whatsapp.com/CxuUhB4Rw2KC7MWHnm8cBo
791280925;MElIpro;Sim;GRUPO;https://chat.whatsapp.com/F9GyGsPoOV6IwaSgnwmnCQ
1207675246;KAM - ouro;Sim;GRUPO;https://chat.whatsapp.com/DYL3yM8t1Qx5ZIRJR3PUh7?mode=ems_copy_t
547239300;KAM - ouro;Sim;GRUPO;https://chat.whatsapp.com/JG3b8ccRQQtHsNnIwRcvE1
76331531;KAM - ouro;Sim;GRUPO;https://chat.whatsapp.com/LRjdSDkp9jd6OOLSCwY5Qm 
1231576803;KAM - ouro;Sim;GRUPO;https://chat.whatsapp.com/JWySm0bg2QjDJwYKymBRAr?mode=wwt
268850426;KAM - ouro;Sim;GRUPO;https://chat.whatsapp.com/LBrUk2OL2cH52HShiCpSMT?mode=wwt
268850426;KAM - ouro;Sim;GRUPO;https://chat.whatsapp.com/EtM3xhWp5wcFuqkVNdLOL1?mode=ac_t&fbclid=PAZXh0bgNhZW0CMTEAAcvKmLCoRYh1JrXVQa4GIsd0EnkbBnFBQ4AcdQWmNVlGTiH5r-fPAM9WgGJDw_aem_9ZENO9O-OpjiO-ebHt4fdA
1427776750;KAM - ouro;Sim;GRUPO;https://chat.whatsapp.com/Emt0w0plgENDLn6u79XVVF
1161200505;KAM - ouro;Sim;GRUPO;https://chat.whatsapp.com/DAVIG7o9Jx3Hnz9ti8Napi
1185718745;KAM - ouro;Sim;GRUPO;https://chat.whatsapp.com/GihdFjfYUQWLBz1e9Qa4i9
1365706499;KAM - ouro;Sim;GRUPO;https://chat.whatsapp.com/F9jd4FBhjQ0CYCk11XvIyg
1365706499;KAM - ouro;Sim;GRUPO;https://chat.whatsapp.com/CCMPqq6I2YVJeTZSkyX6RJ 
1365706499;KAM - ouro;Sim;GRUPO;https://chat.whatsapp.com/K6h8AUFY48X6r3bSRuN41P 
1365706499;KAM - ouro;Sim;GRUPO;https://chat.whatsapp.com/GOV8P4YrmjZ3nlehN5jDBZ
379432988;KAM - top 1000;Sim;GRUPO;https://chat.whatsapp.com/LiJjq9uEt07Hf6EXIc4LQp
379432988;KAM - top 1000;Sim;GRUPO;http://chat.whatsapp.com/FuRrPRMeses2RqaTpBagwf
1251879558;KAM - ouro;Sim;GRUPO;https://chat.whatsapp.com/J5kJyOeNUjnAOla4kweuk4
678610452;KAM - ouro;Sim;GRUPO;https://chat.whatsapp.com/HZwM8xn312XFXh711EG8iQ
1342941619;KAM - top 1000;Sim;GRUPO;https://chat.whatsapp.com/JQwNi3BDg6cK3R3qIGxL0n?mode=wwc
1451916544;KAM - ouro;Sim;GRUPO;https://chat.whatsapp.com/JQvT3vKC2vj0CscIGMwjAG?mode=wwt
202884905;KAM - top 1000;Sim;GRUPO;https://chat.whatsapp.com/GcedDTYaqmWDRC2xsHRuS8
4621837;KAM - top 1000;Sim;GRUPO;https://chat.whatsapp.com/D3gyYuH0Y0q82aNWRXdQ6i?fbclid=PAZXh0bgNhZW0CMTEAAafgUvBBwrIwwfWkvYGXtxUtr1emnN2cGgzICAHFmbInCGw7Xd9yjbRQicb7oQ_aem_62gMHOWgd9dyDnLQ1MWFaw
618183409;KAM - top 1000;Sim;GRUPO;https://chat.whatsapp.com/HDdvGKcFRlQAUQmAf3zwP7
1282155962;KAM - top 1000;Sim;GRUPO;https://chat.whatsapp.com/DmxglF40thWBUnTSAxgq9m?mode=ac_t
1173888746;KAM - top 1000;Sim;GRUPO;https://chat.whatsapp.com/KWqUZWZVI6WENZyd4UPWvi
1422595957;KAM - top 1000;Sim;GRUPO;https://chat.whatsapp.com/LFxnhypmd5BDGFgneCPrkE
317818364;KAM - top 1000;Sim;GRUPO;https://chat.whatsapp.com/KEXRU3sjoBu4782by95BnV?mode=ems_copy_t&fbclid=PAZXh0bgNhZW0CMTEAAac-KlcpOQh3hzjdv1x4nvOUF-xFyzIQKhsGzt-QhX8wbDiVaJhAeVEAVQmIZg_aem_Zr6vR6U3XCD4umFwb3g24A
196205822;KAM - top 1000;Sim;GRUPO;https://chat.whatsapp.com/CmXGTqAJ36ECTWdfZ8UCvw?mode=ems_copy_c
232876240;KAM - top 1000;Sim;GRUPO;https://chat.whatsapp.com/Jh4CMpwI1DICBm3GIhBp87
1434017443;KAM - top 1000;Sim;GRUPO;https://chat.whatsapp.com/Et7TUni8qau1CB1v63QDTk
1494770433;KAM - top 1000;Sim;GRUPO;https://chat.whatsapp.com/Bye3jMn7cOa7YkeymQIZIC?mode=wwt
1478707361;KAM - top 1000;Sim;GRUPO;https://chat.whatsapp.com/GANhutgr55J95N65Xb6Lk3
1463526269;KAM - top 1000;Sim;GRUPO;https://chat.whatsapp.com/EfbYI7XUWZA1KcK89zgygE?mode=ems_copy_t
1531640488;KAM - top 1000;Sim;GRUPO;https://chat.whatsapp.com/L8KIweGu5u7KTq2Yd1CP6O
1438016577;KAM - top 1000;Sim;GRUPO;https://chat.whatsapp.com/HpdHCiW51yLDcEuKsdUrW7
1438016577;KAM - top 1000;Sim;GRUPO;https://chat.whatsapp.com/GWnH6KcVgTg1T35IJnGko8
1438016577;KAM - top 1000;Sim;GRUPO;https://chat.whatsapp.com/KN7YtIQ1AeJKy8lZx1xFSU
